permit_num,description_hash,construction_type,unit_form,model
23 137437 BLD,78f50d18d950cb19e7599147245c180a,laneway_garden_suite,standard,claude-haiku-4-5
23 137644 BLD,ef6d6d49f997e381d60d849a461f69d5,new_building,standard,claude-haiku-4-5
23 137668 BLD,3451bc84179e77717fbbb97152a70e27,laneway_garden_suite,standard,claude-haiku-4-5
23 137678 BLD,4350238dbd03b2a438d2d9ec3014accb,basement_units,standard,claude-haiku-4-5
23 137710 BLD,ed4b383327d4cde238a83778a611a545,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 137792 BLD,fee9d55793657a7b69ef3973493571e8,laneway_garden_suite,standard,claude-haiku-4-5
23 137841 BLD,8b8c6510f6ae7a06b60a324c6f99c06d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 137900 BLD,f8c8759a35a83aa9667a1b2bb05d41f4,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 138201 BLD,c929388366dd5ebca773004553284626,aboveground_units,standard,claude-haiku-4-5
23 138268 BLD,7abf9aea5d3604d368c403146bfdd5c9,basement_units,standard,claude-haiku-4-5
23 138423 BLD,76d216e85967742f4936aae61576fa3f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 138963 BLD,bc8110b46545656afcfb369625a28a92,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 138992 BLD,cb784729a5db63a6d64b33d6a8f109ae,laneway_garden_suite,standard,claude-haiku-4-5
23 139759 BLD,54646742df667075f5b447f78b240641,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 139808 BLD,f913d1ac86a27ae9735479cea74369d4,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 139843 BLD,32cffd6eead936c25ed8b1fbc2ecac77,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 140039 BLD,d1406e1a571d15a0ba6065045864b707,laneway_garden_suite,standard,claude-haiku-4-5
23 140042 BLD,cdb2785ddf22ef6b18e43951e39cebd5,laneway_garden_suite,standard,claude-haiku-4-5
23 140062 BLD,b986f93bd3ea7b711001380f6eefefc8,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 140067 BLD,1ef3b6d29ba2ee8507fab467c422cf8c,laneway_garden_suite,standard,claude-haiku-4-5
23 140131 BLD,99cd7b617027126966b783e91097d604,new_building,standard,claude-haiku-4-5
23 140575 BLD,96108551daed62bb03473d67ae0074ef,laneway_garden_suite,standard,claude-haiku-4-5
23 140652 BLD,ca7bf347205c282d0475d37c9a4f8406,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 140783 BLD,2e50ad1b11858a87dc6d109c2ec95d4d,unclear,basement_or_secondary_suite,claude-haiku-4-5
23 140849 BLD,c3abfd81cf64741321e33600e1f34e9a,laneway_garden_suite,standard,claude-haiku-4-5
23 140882 BLD,83447cc9df29d87b25bc94f8958c2476,aboveground_units,standard,claude-haiku-4-5
23 140940 BLD,d8c79ccf7b87b0b4c4f51e79359736e9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 140970 BLD,ff0c97e96726b34377171dc8f49b1074,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 140984 BLD,f7681601fba9a35bee396bf22b657f96,laneway_garden_suite,standard,claude-haiku-4-5
23 141043 BLD,6ecfe386a26a1f3ffae80c2a89520c98,basement_units,standard,claude-haiku-4-5
23 141252 BLD,891115eb076e508a6e3389e1192dc64b,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 141317 BLD,2f2e0bd990de706b9dadd0ae32c8ac24,laneway_garden_suite,standard,claude-haiku-4-5
23 141506 BLD,54a28ffa457a0e28d5dbc82722d00279,laneway_garden_suite,standard,claude-haiku-4-5
23 141598 BLD,c26ff6edda8a5fe1b52bb207124bc2d9,no_unit_change,standard,claude-haiku-4-5
23 141818 BLD,1f0cee9fa46a8628792a569bca3f300a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142025 BLD,bea34868034212567c831976a1d6d2ed,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142038 BLD,3026896064a3d02c1187273d63c3f6bb,new_building,standard,claude-haiku-4-5
23 142084 BLD,91cd9cfc3d954b178cea5cbe66ddece4,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142251 BLD,dab9d9c5e20ce02e54e3b7d2e2c241a8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142310 BLD,8a0d5755897ba3b4508502bab5566e8a,laneway_garden_suite,standard,claude-haiku-4-5
23 142517 BLD,429f4276ba834b583f220190a5c5418f,no_unit_change,basement_or_secondary_suite,claude-haiku-4-5
23 142557 BLD,5fa6e50b82ce724a7d704571116644b9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142565 BLD,638df8b2bc379653b9e3e983eb63ec64,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142660 BLD,6a9b5d62b786c34bd8f4588c978ef601,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 142936 BLD,e3d2020c0823a6eeaf630200766d6819,laneway_garden_suite,standard,claude-haiku-4-5
23 143130 BLD,42220641404d2302c3017b6d6ffebf3d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 143256 BLD,3977f969551a6216f5852f60771e507f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 144005 BLD,53618cd711eb444081562d0954d3a836,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 144041 BLD,298d5cb324b7fde7b948b19acd62b45f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 144272 BLD,eb269b7f3d0c7b9a23ed3fe8f637cacd,laneway_garden_suite,standard,claude-haiku-4-5
23 144411 BLD,6543a8e63b408fe6d061deb1b918d757,laneway_garden_suite,standard,claude-haiku-4-5
23 144586 BLD,49d62a2b3d4b364730288b7fbf8e3786,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 144615 BLD,22cddd6146cbe193e303084d4516bbf8,laneway_garden_suite,standard,claude-haiku-4-5
23 144735 BLD,88af5be38b0a68c2c9e79c33c3717cc0,laneway_garden_suite,standard,claude-haiku-4-5
23 144819 BLD,a61c702b350d33c0cf69029d29d32ddb,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 144850 BLD,d1406e1a571d15a0ba6065045864b707,laneway_garden_suite,standard,claude-haiku-4-5
23 144919 BLD,07caa9e9ccdbaa32ba7f4413ff58407a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 145217 BLD,fb1dbdb4b5cb542723e75460141a23c6,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 145773 BLD,d49057ab78ec856de6d0ee5fe36d97b9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 145897 BLD,67b9929ddae9384fbe986f18cd229af5,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 146962 BLD,823825d7e6f34d466d5a25cfce0d8385,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 147006 BLD,2b79937152c003312ccda33fb28b830f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 147106 BLD,9ecd62470991a4eda4b3c67a5da6dc17,aboveground_units,standard,claude-haiku-4-5
23 147140 BLD,28e1abe27b21361c122c728e2450749d,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
23 147377 BLD,916be564381f10d28826e47716231ff3,unclear,basement_or_secondary_suite,claude-haiku-4-5
23 147572 BLD,7a41d06e4910634d2dc52bde8cc9822c,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 147686 BLD,e70dbce109958e7a9d94b8e952d20fe2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 148034 BLD,8c1f5019d99a60188883accebcd4f502,laneway_garden_suite,standard,claude-haiku-4-5
23 148241 BLD,e1bba3546f1098271027bc060433c5fa,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 148402 BLD,8504b86e58747d8be9e6de4109caca85,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 148804 BLD,e096aa35c159b4233aeefdf5c74a6f7e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 149253 BLD,3af6a91a9fd7de19229f5c17c42970ce,laneway_garden_suite,standard,claude-haiku-4-5
23 149261 BLD,26dc1ac53bebb908f7e7043b53dce6c7,basement_units,standard,claude-haiku-4-5
23 149481 BLD,2060038cfc82b33a00f260e567f3330d,laneway_garden_suite,standard,claude-haiku-4-5
23 149722 BLD,2ab8e7f771576bbd294f8f19b204fac2,laneway_garden_suite,standard,claude-haiku-4-5
23 149774 BLD,0981733c55963239b010b43250f13ff0,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
23 149956 BLD,07cdf92e8127cb158041651169945c74,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 150017 BLD,65ade4872493e4799e26a95696d91dd6,no_unit_change,standard,claude-haiku-4-5
23 150260 BLD,f1fcac5647710ef87a1a97261424a1da,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 150547 BLD,b89f56878b6f945e8772880f212df0b3,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 150579 BLD,026356704cb677999c5f62395eb0138d,laneway_garden_suite,standard,claude-haiku-4-5
23 150582 BLD,b89f56878b6f945e8772880f212df0b3,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 150630 BLD,b90f502e790c244177331fa2ca8dfb0f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 150847 BLD,515207fbb73441b0e678ec5306276754,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
23 151168 BLD,c3980da1d7eb16f494822caa51035fb7,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 151175 BLD,a5a5102603c81bb26b8e8085b05ada8e,laneway_garden_suite,standard,claude-haiku-4-5
23 151335 BLD,c45ede5c5efe346ce5aa366f95fd4074,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 151929 BLD,98c93137cf9104ab2d756dd4c2b0e96c,aboveground_units,standard,claude-haiku-4-5
23 152128 BLD,ebf5f18450f4b43eaee6431533ce95f0,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152314 BLD,a7a2b38fb930273b1312fab73b6111fc,laneway_garden_suite,standard,claude-haiku-4-5
23 152586 BLD,da54dc008b682d475dda447db414cdb5,new_building,standard,claude-haiku-4-5
23 152596 BLD,ff04fad042ba24877d07df992d5f727e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152632 BLD,7a175cfaf382714fbf333833cad536d2,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
23 152642 BLD,73353ff940709c325bea3f23dd3f30f9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152790 BLD,2bc6044220a5cb442a906415010072fd,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152807 BLD,f16f82d66b3a427d574416452464b58c,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152892 BLD,c09a4eed63b225a7a163c0d43a61d360,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152907 BLD,e9d69cbb3bb37a370666a6476db8ca03,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 152978 BLD,261bbbbd917e3342fb8678f7e26a6642,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 153440 BLD,a3d4fa1ec3b7b2452830db8dd6ce3db5,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 153446 BLD,73d00a61e8c4bbe952c5a65e311b440f,basement_units,standard,claude-haiku-4-5
23 153545 BLD,3848f1b651714a5e7b9c7f0944ff2ed4,basement_units,standard,claude-haiku-4-5
23 153944 BLD,7edd508701779d9796374802eb85d6a2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 154072 BLD,f59eac2961323bd1b5d007572bbdc770,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 154396 BLD,9b8663b8b285d64796e0ee0808fff9fe,aboveground_units,standard,claude-haiku-4-5
23 154748 BLD,f16f417145317af25b93d64acfd90dd1,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 154776 BLD,b9c8bf6b8a63ca8d9f577606a8536760,laneway_garden_suite,standard,claude-haiku-4-5
23 154996 BLD,a468704fcb47e0728df0cb978b5f32ce,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 155006 BLD,b08a06238b5aca2fe4111b2e1429449f,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155054 BLD,225fef406aa5e55468c02b90d00f897f,laneway_garden_suite,standard,claude-haiku-4-5
23 155227 BLD,486f12b70baa6d5ca7c00a39d44fd895,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155245 B01,66cc826b8ad1e13cf64001f80e57efa9,new_building,standard,claude-haiku-4-5
23 155245 B02,2549c04d58519225afacb1ef99cd53c5,new_building,standard,claude-haiku-4-5
23 155245 B03,eef71a717b982c20131ab1ee8a6c9384,new_building,standard,claude-haiku-4-5
23 155245 B04,c4ed8bc47c2f8feabb2f4cd354620a99,new_building,standard,claude-haiku-4-5
23 155245 B05,fa7f218a8db7d55a8057ccc90863c3ef,new_building,standard,claude-haiku-4-5
23 155245 B06,cb3ad1d8bc783ac0689ffd5768f3cd35,new_building,standard,claude-haiku-4-5
23 155245 B07,e2476e7c685e2a1078f4a5534508b593,new_building,standard,claude-haiku-4-5
23 155245 B08,f59a5bbbcdd81fd2ca2807b558eacb2e,new_building,standard,claude-haiku-4-5
23 155245 B09,a4f37bc308b108aa1a4611ada6797141,new_building,standard,claude-haiku-4-5
23 155245 B10,8c96aebb02c23ef7df8c3519e7dd3d28,new_building,standard,claude-haiku-4-5
23 155245 B11,3c1dc7a6dfbcbe34028a79ae5a7a2096,new_building,standard,claude-haiku-4-5
23 155245 B12,9388ff7b8bd7f758d16af0dd87f5eda7,new_building,standard,claude-haiku-4-5
23 155245 B13,6051ff956876c01e322aa80436e761ea,new_building,standard,claude-haiku-4-5
23 155245 B14,5644b5590c344dd0c161a76e1a479eb5,new_building,standard,claude-haiku-4-5
23 155245 B15,2096f3d9a7aa920d9902ea8214eb7e55,new_building,standard,claude-haiku-4-5
23 155245 B16,4f38a07c13a129fc5ea752cab549b0a0,new_building,standard,claude-haiku-4-5
23 155245 B17,afc906887b59ff3f6386fdc0600920c1,new_building,standard,claude-haiku-4-5
23 155245 B18,1d937b46fb097963edcf6a22c93084f5,new_building,standard,claude-haiku-4-5
23 155265 BLD,4a90c35bf7b68c82c5bce7064289408e,aboveground_units,standard,claude-haiku-4-5
23 155318 BLD,ff3e0e8d02d6dbc3fbcd9fdf6c6346ab,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155659 BLD,ce0d9b3d525f5010d1ead24b033726fa,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155749 BLD,3389c84ae46159ad0431c3e85f14b8b8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155753 BLD,83311dcf32433846cc5e4347b38370ea,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155793 BLD,50e47341822a0412d171f062e32e54b2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 155945 BLD,ec2252d60c43e808c8106d715b4b2ac1,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 156135 BLD,5f9248523220a30deaf77dd5e029b15b,unclear,basement_or_secondary_suite,claude-haiku-4-5
23 156180 B01,97c63ef53dd885cbc5a6a1ac7bbe59cb,new_building,standard,claude-haiku-4-5
23 156180 B02,755416f77333fa98afc9942387a4f4c9,new_building,standard,claude-haiku-4-5
23 156180 B03,52a88f2d21d39ae92e597644e90025ff,new_building,standard,claude-haiku-4-5
23 156180 B04,166f6f9762cbc8d463dc15a22fadadd6,new_building,standard,claude-haiku-4-5
23 156180 B05,4050da979d03312eaef42811d1ae0f1e,new_building,standard,claude-haiku-4-5
23 156180 B06,4173d572dcda61ea3a2de9ca3a01d70d,new_building,standard,claude-haiku-4-5
23 156180 B07,ff6c2780916f22ed3431e7688c3ec83a,new_building,standard,claude-haiku-4-5
23 156180 B08,e30a6e0171756d459ebd405d78045c4c,new_building,standard,claude-haiku-4-5
23 156180 B09,d6c0131d962f8016ac05ba6fc46c0c0c,new_building,standard,claude-haiku-4-5
23 156180 B10,6ad796482bc8600c51397b342665fde0,new_building,standard,claude-haiku-4-5
23 156180 B11,ea4aae12e78a00d22796ff320423dc3f,new_building,standard,claude-haiku-4-5
23 156180 B12,a4fc8105fa5f2c16765d36365ea00021,new_building,standard,claude-haiku-4-5
23 156180 B13,1fd1b482782762ba72d4826ff23c868d,new_building,standard,claude-haiku-4-5
23 156180 B14,2beeeeb24151f788766d227fd4fee09d,new_building,standard,claude-haiku-4-5
23 156180 B15,40c5ae00ec09b475dea37f440f422d60,new_building,standard,claude-haiku-4-5
23 156180 B16,bfd2c2b7e48527c28c1e15453912fea8,new_building,standard,claude-haiku-4-5
23 156180 B17,8894cce1323d45f2ae3542ca41d76bd5,new_building,standard,claude-haiku-4-5
23 156180 B18,38a200173b095262d0d4674a35f4fcd9,new_building,standard,claude-haiku-4-5
23 156338 BLD,6d27d745ea37cf491d6e7d4377f6e1b7,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 156401 BLD,ce2109f49b6914b21ab1e1bb962b3e2d,basement_units,standard,claude-haiku-4-5
23 156406 BLD,98d68b862694e5535240db1feea05f0b,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 156412 B01,41d98be561c0ca88624d301666ec267b,new_building,standard,claude-haiku-4-5
23 156412 B02,fbae3a404cc6ccd5422c270d43357224,new_building,standard,claude-haiku-4-5
23 156412 B03,9a33f0d7292a81892dd85547dd71a46d,new_building,standard,claude-haiku-4-5
23 156412 B04,3e18b8264c3c3066004a64374cbcc94d,new_building,standard,claude-haiku-4-5
23 156841 BLD,59ab7020d336f1ebbe37729d5f095803,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
23 157119 BLD,1f1c0e4af39554f5ca845bd8a864c922,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 157414 BLD,3365b0f5a8fcda8f406e5d6e2ed2d921,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 157429 BLD,fe8d9342d7d51447e4a1c3c2f22e6623,no_unit_change,standard,claude-haiku-4-5
23 157487 BLD,9357b28f29eb6fa2ad4d31a6291eb5e8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 157551 BLD,3e49b5120a0aa723fd71ff89d4e894ed,laneway_garden_suite,standard,claude-haiku-4-5
23 157553 BLD,8c09df1de690a7f746dc387cdbe52fb0,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 157676 BLD,ea7615e315b59d599230bd10f9911e83,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 157698 BLD,cdf53d638f827d54bb586a1313b138a5,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 157778 BLD,6fe3484fb647c996a1a1d79072b22f10,aboveground_units,standard,claude-haiku-4-5
23 158050 BLD,5f02e4c6b28ffa81b4562d456b01669f,laneway_garden_suite,standard,claude-haiku-4-5
23 158138 BLD,72b22993332a9c03780b4d7b6642d259,basement_units,standard,claude-haiku-4-5
23 158156 BLD,468484ef87ccf868eea53f454752bfab,aboveground_units,standard,claude-haiku-4-5
23 158238 BLD,81fae4da3f3b05e05f69bc8707a0c16b,aboveground_units,standard,claude-haiku-4-5
23 158328 BLD,69245b751b14f95e622c74a9394da232,laneway_garden_suite,standard,claude-haiku-4-5
23 158602 BLD,f87a3a87b457e39349a71a9a7ee7bc8e,laneway_garden_suite,standard,claude-haiku-4-5
23 158785 BLD,817d4ee041dfd3de19ac4315032b1d0a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 159537 BLD,45a47247861e7870561ab8f21806efba,laneway_garden_suite,standard,claude-haiku-4-5
23 159620 BLD,6c700d69e69b88d6eaf6fc4a927b0bd3,aboveground_units,standard,claude-haiku-4-5
23 159641 BLD,bd680b04422c32840d03ba49fe09fafb,laneway_garden_suite,standard,claude-haiku-4-5
23 159667 BLD,acd2979d77a54e24d4b17442e9f2724f,aboveground_units,standard,claude-haiku-4-5
23 159700 BLD,161297425c44a04b4545e552c4c51800,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 160312 BLD,0a5c0de71dbf53b0d0bef0a7f2eacfba,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 160602 BLD,52b966e27556c80d42bd9ac319ebbc6a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 160892 BLD,3743d017e9801c19c6a7b580d5567bbb,aboveground_units,standard,claude-haiku-4-5
23 161064 BLD,c263120cf05b33c294792f205f2379c6,new_building,standard,claude-haiku-4-5
23 161086 BLD,8627c4d9814a32816196c59b7192c5a2,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161202 BLD,2fb66f966fa8c6d1dfb2b929ac6fd1b8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161203 BLD,b3509b1af2dfb70861958d547217b1b9,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161221 BLD,f3ecb493682e1d41bfb7517612a3365b,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161325 BLD,89c7278edf2e0c1f830a80a7b7211974,new_building,standard,claude-haiku-4-5
23 161388 BLD,4263680e6c33d96386073bf404275360,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161411 BLD,766e34b074fc31f95d6a709c57957aa4,laneway_garden_suite,standard,claude-haiku-4-5
23 161455 BLD,3034ff57067d403a1937bd012288a44e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161496 BLD,5907d7916d42abd8faee64891774cf49,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 161529 BLD,b95a568ada1fc8472ba5d2456cba4831,laneway_garden_suite,standard,claude-haiku-4-5
23 162091 BLD,3111d65054c3c93e283fe3d7112c263b,aboveground_units,standard,claude-haiku-4-5
23 162112 BLD,7d31ab624ede84e0ab48f2d4faeaa561,laneway_garden_suite,standard,claude-haiku-4-5
23 162904 BLD,8a3fa110d42810c0f361b86f75f6310d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 162913 BLD,c1e5031dc47d8ebd494ba4f8582f35f5,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 162934 BLD,24f756c04240cc92186666cdb5fff75f,laneway_garden_suite,standard,claude-haiku-4-5
23 163080 BLD,ad3264ec1ba290195bcd21f7f8d7d535,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 163130 BLD,11eb4ac08e01bebd14c0bc9b44c22f17,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 163173 BLD,43bdc8e059fd634a37dff89ca774bb3c,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 163196 BLD,6e6987864eab672dd2d714de23f92045,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 163435 BLD,487e97161e535b5bd014968cf25f902e,laneway_garden_suite,standard,claude-haiku-4-5
23 163579 BLD,c8d2ee668865b36fc98a4cb998d777dc,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 163788 BLD,e060df4a11f692b6a17d26eeaca7330e,aboveground_units,standard,claude-haiku-4-5
23 164134 BLD,dfd08ce79ab7d59c5ab3174001ead0bf,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 164144 BLD,33d29fba344b25936efdf831d0def3bf,basement_units,standard,claude-haiku-4-5
23 164186 BLD,bc574abf5f3fbbd83b3bb39e278b2625,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 164355 BLD,feef47b20cc3cddccf2150a546075d0e,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 164406 BLD,a14855bcc0a419de8a105b6945241d32,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 164421 BLD,8bfe52c69a728f2fd20112ed9b08b819,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 164840 BLD,daa93a65ba03fcdefbf064423db5ed45,new_building,standard,claude-haiku-4-5
23 164844 BLD,cb61d8446a4e7d58b290855c86bbffc5,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 164903 BLD,f787a5cc29911b0f6f44a9eddea90528,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 165124 BLD,9cb35764b80443c26183e837f128c4f8,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 165215 BLD,f75a847b91e4e240c679e6e702c60388,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 165350 BLD,7ecccbf8eea976b959926640f960f1bb,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 165433 BLD,8a3fa110d42810c0f361b86f75f6310d,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 166143 BLD,46c60b1970a5a784aa4d3ce7aa836489,aboveground_units,standard,claude-haiku-4-5
23 166235 BLD,0b5daaf0230f7b3c4ef7c39eeff16e21,laneway_garden_suite,standard,claude-haiku-4-5
23 166516 BLD,494c46f7d4337c420e67e5cb2fd53509,laneway_garden_suite,standard,claude-haiku-4-5
23 166714 BLD,9ac9636b68e84f2e80ad0bc00d13dd15,aboveground_units,standard,claude-haiku-4-5
23 166762 BLD,ec16112891dc63220d32478d8fc8f1da,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 167174 BLD,d1407f736ece2603c09dc11da15e32c9,aboveground_units,standard,claude-haiku-4-5
23 167409 BLD,9453a40a518b0abe5160390f61040ca5,new_building,standard,claude-haiku-4-5
23 167600 BLD,5dde04914958be172ccb28462eb25962,aboveground_units,basement_or_secondary_suite,claude-haiku-4-5
23 167671 BLD,8b0101abb19d1fcb16da45d264f2acd8,new_building,standard,claude-haiku-4-5
23 167768 BLD,712d47479156af0cf1b40a1d135a55c9,laneway_garden_suite,standard,claude-haiku-4-5
23 168072 BLD,6811197e21c6e84bd0a6f2d166a376de,laneway_garden_suite,standard,claude-haiku-4-5
23 168084 BLD,3ead70b6fff2b0c12297d282903fbf42,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 169436 B01,2196acc1d7100298fae22b25d8df1816,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 169793 BLD,fe7005d95a575c68ef212eb22aadf789,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 169831 BLD,ca1f9504b0894bc2073f4bf509df7c4a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 170039 BLD,927fd267da38eaaacf84ad833a2f7136,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 170119 BLD,29eb768f18c217696bf477832ffa3792,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 170147 BLD,846b8576b3bf7413d3171007600885c3,laneway_garden_suite,standard,claude-haiku-4-5
23 170376 BLD,ceac5a7677f13488d6f6f6ea81de43da,aboveground_units,standard,claude-haiku-4-5
23 170628 BLD,a0de22c532d75ef6607e1c9988fe55dd,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 170700 BLD,1ba07f4abdb63312b1ab39d3b38474d6,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 170763 BLD,32b96ef7d7b5aecde7e3dbe7423c513c,no_unit_change,standard,claude-haiku-4-5
23 170937 BLD,04ed40b269883cd899eaf26537d7d7ca,laneway_garden_suite,standard,claude-haiku-4-5
23 171059 BLD,36df22105247e4e449c7d6608aa9f203,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 171082 BLD,985f9ecb4080d6be7453950615ffbe77,new_building,basement_or_secondary_suite,claude-haiku-4-5
23 171153 BLD,19710dd20d904c8f5c62529098e862a6,laneway_garden_suite,standard,claude-haiku-4-5
23 171177 BLD,d5219866cdf630734af42d8f56ff3e47,laneway_garden_suite,standard,claude-haiku-4-5
23 171207 BLD,5b99cc8d96130d948978e9bcf6202e42,no_unit_change,standard,claude-haiku-4-5
23 171243 BLD,9637e855f34038096fdd563cd2815715,laneway_garden_suite,standard,claude-haiku-4-5
23 171944 BLD,2aa2eb3345838e471f812b8fdf2d020a,basement_units,basement_or_secondary_suite,claude-haiku-4-5
23 171982 BLD,1ae156a07ff62defd8b750450145c61e,no_unit_change,standard,claude-haiku-4-5
